  ŠIFRANT   LOOB         ŠIFRANT UPRAVNIH ENOT IN STARIH OBÈIN
  3384                   POVZROÈENA NEVARNOST ZA ŽIVLJENJE LJUDI   O
  3385                   POVZROÈENA SMRT LJUDI   O
  3386                   POVZROÈENA HUDA TELESNA POŠKODBA LJUDI   O
  3387                   POVZROÈENA NEVARNOST ZA ZDRAVJE ŽIVINE   O
  3388                   POVZROÈENA NEVARNOST ZA ŽIVLJENJE ŽIVINE   O
  3389                   POVZROÈEN POGIN ŽIVALI VEÈJE VREDNOSTI   O
  339A                   ZA IZKORIŠÈANJE   O
  339B                   ZA GRADNJO   O
  339C                   ZAVZETJE ZAVAROVANEGA ZEMLJIŠÈA   O
  339D                   ZAVZETJE NARAVNE VREDNOTE   O
  339E                   ZAVZETJE JAVNEGA DOBRA   O
  341A                   KRÈENJE V VEÈJEM OBSEGU   O
  341B                   SEKANJE NA GOLO   O
  341C                   DRUGAÈNO UNIÈENJE   O
  341D                   V VAROVALNEM GOZDU   O
  341E                   V GOZDU S POSEBNIM POMENOM   O
  341F                   DRŽAVNI GOZD   O
  341G                   ZASEBNI GOZD   O
  342A                   SUROVO RAVNANJE   O
  342B                   POVZROÈANJE NEPOTREBNEGA TRPLJENJA   O
  343A                   UBITJE   O
  343B                   RANITEV   O
  343C                   UJETJE   O
  343D                   DIVJAD VEÈJE VREDNOSTI   O
  343E                   DIVJAD POMEMBNA PO PREDPISIH O LOVSTVU   O
  343F                   PREPOVEDANA DIVJAD (OGROŽENE VRSTE)   O
  343G                   BREZ POSEBNEGA DOVOLJENJA ZA DOLOÈENO DIVJAD   O
  343H                   S SREDSTVOM/NAÈINOM ZA MNOŽIÈNO POKONÈEVANJE   O
  343I                   S POMOÈJO MOTORNEGA VOZILA   O
  343J                   S POMOÈJO ŽAROMETA   O
  343K                   V ÈASU OMEJITVE LOVA   O
  343L                   V SKUPINI   O
  344A                   POVZROÈITEV POGINA   O
  344B                   ŠKODLJIVOST ZA RAZMNOŽEVANJE   O
  345A                   NEVARNOST ZA REJO ŽIVALI   O
  345B                   NEVARNOST ZA RASTLINSKI SVET   O
  345C                   RAZŠIRITEV KUŽNE BOLEZNI ŽIVALI   O
  345D                   RAZŠIRITEV RASTLINSKIH ŠKODLJIVCEV   O
  346A                   IZDELAVA ZA PRODAJO   O
  346B                   RAZPEÈEVANJE   O
  346C                   POGIN ŽIVALI VEÈJE VREDNOSTI   O
  346D                   POGIN VEÈJEGA ŠTEVILA ŽIVALI   O
  346E                   RAZŠIRITEV KUŽNE BOLEZNI   O
  348A                   S SILO   O
  348B                   Z GROŽNJO O UPORABI SILE   O
  348C                   OGROŽANJE OBSTOJA RS   O
  348D                   POSKUS SPREMEMBE USTAVNE UREDITVE RS   O
  348E                   POSKUS STRMOGLAVLJENJA NAJVIŠJIH DRŽAVNIH ORGANOV RS   O
  349A                   S SILO   O
  349B                   Z GROŽNJO O UPORABI SILE   O
  349C                   ODCEPITEV DELA OZEMLJA RS   O
  349D                   PRIPOJITEV DELA OZEMLJA RS DRUGI DRŽAVI   O
  350A                   SPRAVLJANJE V PODREJENOST   O
  350B                   SPRAVLJANJE V ODVISNOST   O
  351A                   OZEMLJE   O
  351B                   MORJE   O
  351C                   ZRAÈNI PROSTOR   O
  352A                   OGROŽANJE USTAVNE UREDITVE RS   O
  352B                   OGROŽANJE VARNOSTI RS   O
  352C                   PREDSEDNIKA RS   O
  352D                   PREDSEDNIKA DRŽAVNEGA ZBORA RS   O
  352E                   PREDSEDNIKA DRŽAVNEGA SVETA RS   O
  352F                   PREDSEDNIKA VLADE RS   O
  352G                   PREDSEDNIKA USTAVNEGA SODIŠÈA RS   O
  352H                   PREDSEDNIKA VRHOVNEGA SODIŠÈA RS   O
  352I                   POSLANCA   O
  352J                   DRŽAVNEGA SVETNIKA   O
  352K                   ÈLANA VLADE   O
  352L                   SODNIKA USTAVNEGA SODIŠÈA   O
  352M                   SODNIKA VRHOVNEGA SODIŠÈA   O
  352N                   PREISKOVALNEGA SODNIKA   O
  352O                   RAZSOJAJOÈEGA SODNIKA   O
  352P                   DRŽAVNEGA TOŽILCA   O
  352R                   ZASTOPNIKA DRŽAVNEGA TOŽILCA   O
  353A                   OGROŽANJE USTAVNE UREDITVE RS   O
  353B                   OGROŽANJE VARNOSTI RS   O
  353C                   Z UGRABITVIJO   O
  353D                   NASILJE ZOPER NJEGA   O
  353E                   NASILJE ZOPER NJEGOVE BLIŽNJE   O
  353F                   NAPAD NJEGOVIH URADNIH PROSTOROV   O
  353G                   NAPAD NJEGOVEGA ZASEBNEGA STANOVANJA   O
  353H                   NAPAD NJEGOVEGA PREVOZNEGA SREDSTVA   O
  353I                   PREDSEDNIKA RS   O
  353J                   PREDSEDNIKA DRŽAVNEGA ZBORA RS   O
  353K                   PREDSEDNIKA DRŽAVNEGA SVETA RS   O
  353L                   PREDSEDNIKA VLADE RS   O
  353M                   PREDSEDNIKA USTAVNEGA SODIŠÈA RS   O
  353N                   PREDSEDNIKA VRHOVNEGA SODIŠÈA RS   O
  353O                   POSLANCA   O
  353P                   DRŽAVNEGA SVETNIKA   O
  353R                   ÈLANA VLADE   O
  353S                   SODNIKA USTAVNEGA SODIŠÈA   O
  353T                   SODNIKA VRHOVNEGA SODIŠÈA   O
  353U                   PREISKOVALNEGA SODNIKA   O
  353V                   RAZSOJAJOÈEGA SODNIKA   O
  353X                   ZASTOPNIKA DRŽAVNEGA TOŽILCA   O
  353Z                   DRŽAVNEGA TOŽILCA   O
  354A                   ORGANIZIRANJE UPORA   O
  354B                   VODENJE UPORA   O
  354C                   SODELOVANJE V UPORU   O
  354D                   OGROŽANJE OBSTOJA RS   O
  354E                   SPREMEMBA USTAVNE UREDITVE RS   O
  354F                   STRMOGLAVLJENJE NAJVIŠJIH DRŽ. ORGANOV RS   O
  355A                   OGROŽANJE USTAVNE UREDITVE RS   O
  355B                   OGROŽANJE VARNOSTI RS   O
  355C                   Z EKSPLOZIJO   O
  355D                   S POŽAROM   O
  355E                   Z DRUGIM NEVARNIM DEJANJEM, NASILJEM   O
  355F                   GROŽNJA Z UPORABO JEDRSKE SNOVI   O
  355G                   GROŽNJA Z UPORABO DRUGIH SREDSTEV   O
  356A                   OGROŽANJE USTAVNE UREDITVE RS   O
  356B                   OGROŽANJE VARNOSTI RS   O
  356C                   EKSPLOZIJA   O
  356D                   POŽIG   O
  356E                   DRUGAÈNO UNIÈENJE   O
  356F                   DRUGAÈNO POŠKODOVANJE   O
  356G                   NA ŠKODO VARNOSTI LJUDI   O
  356H                   NA ŠKODO PRESKRBE PREBIVALSTVA   O
  356I                   NA ŠKODO GOSPODARSTVA   O
  357A                   OGROŽANJE USTAVNE UREDITVE RS   O
  357B                   OGROŽANJE VARNOSTI RS   O
  357C                   V ŠKODO DELODAJALCA   O
  357D                   V ŠKODO DRUGEGA   O
  357E                   V JAVNO ŠKODO   O
  357F                   V ZASEBNO ŠKODO   O
  358A                   SLUŽENJE TUJI DRŽAVI/NJENI ORGANIZACIJI   O
  358B                   SLUŽENJE AGENTU TUJE DRŽAVE   O
  358C                   ZBIRANJE PODATKOV   O
  358D                   SPOROÈANJE PODATKOV   O
  358E                   IZROÈANJE PODATKOV   O
  358F                   OMOGOÈANJE DOSTOPA DO PODATKOV   O
  358G                   ORGANIZIRANJE VOHUNSKE MREŽE   O
  358H                   VODENJE VOHUNSKE MREŽE   O
  358I                   VSTOP V TUJO OBVEŠÈEVALNO SLUŽBO   O
  358J                   PODPIRANJE DELA TUJE OBVEŠÈEVALNE SLUŽBE   O
  359A                   ZBIRANJE PODATKOV   O
  359B                   SPOROÈANJE PODATKOV   O
  359C                   IZROÈANJE PODATKOV   O
  359D                   OMOGOÈANJE DOSTOPA DO PODATKOV   O
  359E                   TAJNOST NA PODLAGI PREDPISA   O
  359F                   TAJNOST NA PODLAGI ODLOÈBE ORGANA   O
  359G                   POSLEDICE SO NASTALE   O
  359H                   POSLEDICE BI LAHKO NASTALE   O
  359I                   OGROŽENA VARNOST DRŽAVE   O
  359J                   OGROŽENE POLITIÈNE KORISTI DRŽAVE   O
  359K                   OGROŽENE GOSPODARSKE KORISTI DRŽAVE   O
  360A                   OGROŽANJE OBSTOJA RS   O
  360B                   OGROŽANJE USTAVNE UREDITVE RS   O
  360C                   OGROŽANJE VARNOSTI RS   O
  360D                   S FINANÈNO POMOÈJO IZ TUJINE   O
  360E                   Z MATERIALNO POMOÈJO IZ TUJINE   O
  360F                   Z DRUGO POMOÈJO IZ TUJINE   O
  360G                   IZDELAVA/RAZMNOŽEVANJE PROPAGANDNEGA MATERIALA   O
  360H                   HRANJENJE PROPAGANDNEGA MATERIALA   O
  360I                   RAZŠIRJANJE PROPAGANDNEGA MATERIALA   O
  362A                   SMRT OSEBE   O
  362B                   HUDO NASILJE   O
  362C                   VELIKO RAZDEJANJE   O
  363A                   NA PODLAGI OSEBNEGA POZIVA   O
  363B                   NA PODLAGI SPLOŠNEGA POZIVA   O
  363C                   IZOGIBANJE NABORU   O
  363D                   IZOGIBANJE SLUŽENJU VOJAŠKEGA ROKA   O
  363E                   IZOGIBANJE VOJAŠKI VAJI   O
  363F                   IZOGIBANJE DRUGI OBRAMBNI OBVEZNOSTI   O
  363G                   ODHOD V TUJINO   O
  363H                   NEVRNITEV V RS   O
  364A                   IZOGIBANJE SLUŽENJU VOJAŠKEGA ROKA   O
  364B                   IZOGIBANJE VOJAŠKI VAJI   O
  364C                   IZOGIBANJE DRUGI OBRAMBNI OBVEZNOSTI   O
  364D                   HLINJENJE BOLEZNI   O
  364E                   PRESLEPITEV S PONAREJENO LISTINO   O
  364F                   DRUGAÈNA PRESLEPITEV   O
  364G                   SAMOPOŠKODOVANJE   O
  364H                   Z DOVOLJENJEM GA POŠKODUJE KDO DRUG   O
  364I                   BREZ DOVOLJENJA GA POŠKODUJE KDO DRUG   O
  365A                   S SILO   O
  365B                   Z GROŽNJO O UPORABI SILE   O
  365C                   PREPREÈITEV OPRAVLJANJA VOJAŠKE DOLŽNOSTI   O
  365D                   PRISILA K OPRAVLJANJU VOJAŠKE DOLŽNOSTI   O
  365E                   RAZŽALITEV   O
  365F                   GRDO RAVNANJE   O
  365G                   PRIZADEJANJE LAHKE TELESNE POŠKODBE   O
  365H                   GROŽNJA Z UPORABO OROŽJA   O
  365I                   STORILEC IZZVAN Z NEZAKONITIM RAVNANJEM   O
  365J                   STORILEC IZZVAN S SUROVIM RAVNANJEM   O
  366A                   Z NAPADOM   O
  366B                   Z RESNO GROŽNJO O NAPADU   O
  366C                   GROŽNJA Z UPORABO OROŽJA   O
  366D                   GRDO RAVNANJE   O
  366E                   PRIZADEJANJE LAHKE TELESNE POŠKODBE   O
  367A                   PRI HRAMBI   O
  367B                   PRI POPRAVILU   O
  367C                   PRI OSKRBI   O
  367D                   PRI UPORABI   O
  367E                   IZGUBA   O
  367F                   UNIÈENJE   O
  367G                   POŠKODOVANJE   O
  368A                   UNIÈENJE SREDSTEV   O
  368B                   POVZROÈITEV NERABNOSTI SREDSTEV   O
  368C                   OPUŠÈANJE OBRAMBNIH UKREPOV   O
  368D                   OVIRANJE OBRAMBNIH UKREPOV   O
  369A                   MED VOJNO   O
  369B                   MED OBOROŽENIM SPOPADOM   O
  369C                   DRŽAVLJANOM RS   O
  369D                   DRŽAVLJANOM DRŽAV ZAVEZNIC RS   O
  370A                   MED VOJNO   O
  370B                   MED OBOROŽENIM SPOPADOM   O
  370C                   V SOVRAŽNIKOVI VOJSKI   O
  370D                   V DRUGIH SOVRAŽNIKOVIH OBOROŽENIH FORMACIJAH   O
  370E                   BOJ PROTI RS   O
  370F                   BOJ PROTI ZAVEZNICAM RS   O
  371A                   ZA SLUŽBO   O
  371B                   ZA BOJ   O
  371C                   ZA TUJO VOJSKO   O
  371D                   ZA DRUGE TUJE OBOROŽENE FORMACIJE   O
  371E                   ZA SOVRAŽNIKOVO VOJSKO   O
  371F                   ZA DRUGE SOVRAŽNIKOVE OBOROŽENE FORMACIJE   O
  371G                   BOJ PROTI RS   O
  371H                   BOJ PROTI ZAVEZNICAM RS   O
  372A                   PRI REKVIZICIJI   O
  372B                   PRI JEMANJU ŽIVEŽA   O
  372C                   PRI JEMANJU DRUGIH DOBRIN   O
  372D                   PRI DRUGIH UKREPIH PROTI PREBIVALSTVU   O
  372E                   POLITIÈNO SODELOVANJE S SOVRAŽNIKOM   O
  372F                   GOSPODARSKO SODELOVANJE S SOVRAŽNIKOM   O
  373A                   DELNO UNIÈENJE   O
  373B                   POPOLNO UNIÈENJE   O
  373C                   IZDAJA UKAZA   O
  373D                   OSEBNA IZVRŠITEV   O
  373E                   POBOJ   O
  373F                   HUDO TELESNO POŠKODOVANJE   O
  373G                   ŠKODOVANJE TELESNEMU ZDRAVJU   O
  373H                   ŠKODOVANJE DUŠEVNEMU ZDRAVJU   O
  373I                   PRISILNO IZSELJEVANJE   O
  373J                   INTERNIRANJE   O
  373K                   PREPREÈEVANJE ROJSTEV   O
  373L                   LOÈITEV OTROK OD STARŠEV   O
  373M                   PROTI NARODNOSTNI SKUPINI   O
  373N                   PROTI ETNIÈNI SKUPINI   O
  373O                   PROTI RASNI SKUPINI   O
  373P                   PROTI VERSKI SKUPINI   O
  373R                   PROTI SOCIALNI SKUPINI   O
  373S                   PROTI POLITIÈNI SKUPINI   O
  373T                   ŠÈUVANJE H GENOCIDU   O
  373U                   POZIVANJE K IZVRŠITVI   O
  387A                   SUŽENJSKO RAZMERJE   O
  387B                   DRUGO PODOBNO RAZMERJE   O
  387C                   SPRAVLJANJE V RAZMERJE   O
  387D                   IZKORIŠÈANJE RAZMERJA   O
  387E                   NAKUP   O
  387F                   PRODAJA   O
  387G                   IZROÈITEV DRUGI OSEBI   O
  387H                   POSREDOVANJE   O
  387I                   ŠÈUVANJE ŽRTVE K PRODAJI SVOBODE   O
  387J                   ŠÈUVANJE K PRODAJI SVOBODE KOGA DRUGEGA   O
  387K                   TIHOTAPSTVO OSEB IZ RS   O
  387L                   TIHOTAPSTVO OSEB V RS   O
  387M                   TIHOTAPSTVO OSEB PREKO RS   O
  387N                   ZARADI PROSTITUCIJE   O
  387O                   ZARADI DRUGIH OBLIK SPOLNIH ZLORAB   O
  387P                   ZARADI PRISILNEGA DELA   O
  387R                   ZARADI SUŽENJSTVA ALI SLUŽABNIŠTVA   O
  387S                   ZARADI TRGOVINE Z ORGANI, TKIVI, KRVJO   O
  387T                   NAKUP/PRODAJA OSEBE   O
  387U                   PREVZEM/IZROÈITEV OSEBE   O
  387V                   TRANSPORT OSEBE   O
  387Z                   NASTANITEV OSEBE   O
  3870                   ZARADI VELIKE PREMOŽENJSKE KORISTI   O
  3871                   POSREDOVANJE PRI TRGOVINI Z LJUDMI   O
  3872                   TRGOVINA Z MLADOLETNIKI   O
  3873                   S SILO   O
  3874                   Z GROŽNJO   O
  3875                   S PRESLEPITVIJO   O
  3876                   Z UGRABITVIJO   O
  3877                   Z ZLORABO POLOŽAJA   O
  3878                   ZARADI PRISILJEVANJA K OPLODITVI   O
  3879                   V HUDODELSKI ZDRUŽBI   O
  388A                   ŠKODOVANJE TUJI DRŽAVI   O
  388B                   ŠKODOVANJE TUJI PRAVNI OSEBI   O
  388C                   ŠKODOVANJE MEDNARODNI ORGANIZACIJI   O
  388D                   UGRABITEV OSEBE   O
  388E                   NASILJE NAD OSEBAMI   O
  388F                   EKSPLOZIJA   O
  388G                   POŽAR   O
  388H                   DRUGO NEVARNO DEJANJE/SREDSTVO   O
  388I                   GROŽNJA Z JEDRSKO SNOVJO   O
  388J                   GROŽNJA Z DRUGIMI SREDSTVI MNOŽIÈNEGA UNIÈENJA   O
  388K                   NEVARNOST ZA ŽIVLJENJE LJUDI   O
  388L                   NEVARNOST ZA PREMOŽENJE   O
  388M                   SMRT ENE OSEBE   O
  388N                   SMRT VEÈ OSEB   O
  388O                   ZAGOTAVLJANJE DENARJA   O
  388P                   ZAGOTAVLJANJE PREMOŽENJA   O
  388R                   RUŠENJE USTAVNE UREDITVE   O
  388S                   HUJŠE MOTNJE V GOSPODARSTVU   O
  388T                   HUJŠE MOTNJE V JAVNEM ŽIVLJENJU   O
  388U                   POVZROÈITEV SMRTI/HUDE TELESNE POŠKODBE   O
  388V                   USTRAHOVANJE LJUDI   O
  388Z                   PRISILJENJE DRŽAVE   O
  3881                   PRISILJENJE MEDNARODNE ORGANIZACIJE   O
  389A                   RESNA GROŽNJA Z NAPADOM   O
  389B                   NAPAD   O
  389C                   NANJO   O
  389D                   URADNIH PROSTOROV   O
  389E                   ZASEBNEGA STANOVANJA   O
  389F                   PREVOZNEGA SREDSTVA   O
  389G                   UGRABITEV   O
  389H                   DRUGO NASILJE   O
  389I                   SMRT ENE OSEBE   O
  389J                   SMRT VEÈ OSEB   O
  390A                   PRISILJENJE DRŽAVE   O
  390B                   PRISILJENJE MEDNARODNE ORGANIZACIJE   O
  390C                   Z GROŽNJO UBOJA   O
  390D                   Z GROŽNJO POŠKODOVANJA   O
  390E                   Z ZADRŽANJEM KOT TALCA   O
  390F                   SMRT ENE OSEBE   O
  390G                   SMRT VEÈ OSEB   O
  391A                   ÈLAN POSADKE   O
  391B                   ÈLAN VOJAŠKE POSADKE   O
  391C                   ÈLAN POSADKE JAVNEGA PLOVILA   O
  391D                   POTNIK   O
  391E                   NA LADJI   O
  391F                   NA LETALU   O
  391G                   NA ODPRTEM MORJU   O
  391H                   NA KRAJU BREZ JURISDIKCIJE   O
  391I                   UPOR IN PREVZEM OBLASTI   O
  392F                   TATVINA OSEBNEGA VOZILA
  392G                   TATVINA TOVORNEGA VOZILA
  392H                   TATVINA AVTOBUSA
  392I                   TATVINA KOMBINIRANEGA VOZILA
  392J                   TATVINA MOTORNEGA KOLESA
  392K                   VLOM V OSEBNO VOZILO
  392L                   VLOM V DRUGA MOTORNA VOZILA
  9998                   PREGON NA PREDLOG   O
  9999                   NI OZNAKE
